index,dataset,folder,scenario_idx,track_id,ego_id,timerange,priority_label,priority_value,n_valid_timesteps,n_invalid_timesteps,IO
244,waymo_train,waymo_500-799,105075,152;ego,ego,"range(0, 35)",ego,0.0,26,0,0.4964835097271758
245,waymo_train,waymo_500-799,50425,1865;ego,ego,"range(9, 57)",1865,1.0,31,0,0.7516413459560412
246,waymo_train,waymo_500-799,108045,575;ego,ego,"range(0, 55)",ego,0.0,40,0,0.6726826006388753
247,waymo_train,waymo_500-799,52705,2369;ego,ego,"range(0, 51)",ego,0.0,46,0,0.6697292802154236
248,waymo_train,waymo_500-799,108505,701;ego,ego,"range(0, 45)",701,1.0,34,0,0.7304496974382494
249,waymo_train,waymo_500-799,108531,985;ego,ego,"range(0, 48)",985,1.0,35,0,0.7019387968267389
250,waymo_train,waymo_500-799,53939,614;ego,ego,"range(0, 30)",614,1.0,14,0,0.996914094434066
251,waymo_train,waymo_500-799,110116,566;ego,ego,"range(19, 76)",566,1.0,41,0,0.7233237263476833
252,waymo_train,waymo_500-799,110129,13;ego,ego,"range(2, 46)",13,1.0,25,0,0.8307180751583921
253,waymo_train,waymo_500-799,55071,2657;ego,ego,"range(16, 81)",ego,0.0,39,0,0.6399248431863734
254,waymo_train,waymo_500-799,111316,2204;ego,ego,"range(0, 35)",ego,0.0,23,0,0.396351325065574
255,waymo_train,waymo_500-799,55659,1117;ego,ego,"range(0, 44)",ego,0.0,30,0,0.8345396885679864
256,waymo_train,waymo_500-799,111778,1482;ego,ego,"range(6, 51)",1482,1.0,27,0,0.8515792593045239
257,waymo_train,waymo_500-799,111877,728;741;ego,ego,"range(11, 58)",741,1.0,36,0,0.6957367830830079
258,waymo_train,waymo_500-799,111877,728;ego,ego,"range(4, 63)",ego,0.0,43,0,0.6745643049562009
259,waymo_train,waymo_500-799,56155,1870;ego,ego,"range(25, 65)",equal,0.5,20,0,0.9793501831931201
260,waymo_train,waymo_500-799,114024,924;ego,ego,"range(0, 34)",924,1.0,12,0,0.8643094797032393
261,waymo_train,waymo_500-799,58408,17;ego,ego,"range(0, 41)",17,1.0,10,0,0.6314732356173295
262,waymo_train,waymo_500-799,60002,630;ego,ego,"range(16, 65)",630,1.0,29,0,0.668413059044832
263,waymo_train,waymo_500-799,116482,207;ego,ego,"range(15, 72)",207,1.0,36,0,0.7396824113732259
264,waymo_train,waymo_500-799,116522,165;ego,ego,"range(22, 70)",ego,0.0,31,0,0.8293521503210229
265,waymo_train,waymo_500-799,117440,458;484;488;ego,ego,"range(15, 61)",484,1.0,37,0,0.5809678165221186
266,waymo_train,waymo_500-799,117669,594;ego,ego,"range(0, 55)",594,1.0,41,0,0.7199053333531306
267,waymo_train,waymo_500-799,120131,229;ego,ego,"range(0, 39)",229,1.0,30,0,0.7160319893041321
268,waymo_train,waymo_500-799,121939,3025;ego,ego,"range(7, 51)",ego,0.0,39,0,0.5019399696869526
269,waymo_train,waymo_500-799,122520,2045;ego,ego,"range(1, 59)",ego,0.0,41,0,0.6258809038400096
270,waymo_train,waymo_500-799,67484,2431;ego,ego,"range(0, 35)",ego,0.0,30,0,0.5482486606846873
271,waymo_train,waymo_500-799,67714,393;ego,ego,"range(10, 51)",ego,0.0,18,0,0.8468555400291833
272,waymo_train,waymo_500-799,125369,76;ego,ego,"range(0, 31)",ego,0.0,26,0,0.4888043758083028
273,waymo_train,waymo_500-799,125917,1209;ego,ego,"range(30, 90)",equal,0.5,41,0,0.9273747329385683
274,waymo_train,waymo_500-799,126426,2447;ego,ego,"range(15, 80)",ego,0.0,38,0,0.6236987225291878
275,waymo_train,waymo_500-799,69345,2;ego,ego,"range(31, 89)",ego,0.0,39,0,0.6396039880434995
276,waymo_train,waymo_500-799,127225,1761;ego,ego,"range(2, 42)",1761,1.0,25,0,0.7350705178387915
277,waymo_train,waymo_500-799,127876,2317;ego,ego,"range(6, 75)",ego,0.0,41,0,0.6838434678974266
278,waymo_train,waymo_500-799,128469,1090;ego,ego,"range(21, 76)",ego,0.0,36,0,0.5537299007406769
279,waymo_train,waymo_500-799,129137,2118;ego,ego,"range(0, 37)",ego,0.0,27,0,0.5917759163981958
280,waymo_train,waymo_500-799,129284,3148;ego,ego,"range(0, 42)",ego,0.0,29,0,0.6911946588990169
281,waymo_train,waymo_500-799,72683,1117;ego,ego,"range(9, 54)",ego,0.0,31,0,0.8324284719493156
282,waymo_train,waymo_500-799,74699,875;ego,ego,"range(0, 45)",ego,0.0,0,0,1.0
283,waymo_train,waymo_500-799,75378,535;ego,ego,"range(11, 52)",ego,0.0,28,0,0.41757656425969225
284,waymo_train,waymo_500-799,75992,1071;ego,ego,"range(10, 53)",ego,0.0,36,0,0.8543679915258857
285,waymo_train,waymo_500-799,77754,1865;ego,ego,"range(19, 67)",1865,1.0,31,0,0.7516413459560412
286,waymo_train,waymo_800-999,10004,1739;ego,ego,"range(0, 34)",1739,1.0,26,0,0.8155929447993893
287,waymo_train,waymo_800-999,58606,505;ego,ego,"range(31, 81)",ego,0.0,34,0,0.5302912035531666
288,waymo_train,waymo_800-999,11634,863;ego,ego,"range(18, 79)",ego,0.0,42,0,0.6467712455357809
289,waymo_train,waymo_800-999,19020,1188;ego,ego,"range(6, 48)",ego,0.0,27,0,0.8436151522338485
290,waymo_train,waymo_800-999,3090,630;ego,ego,"range(6, 55)",630,1.0,29,0,0.668413059044832
291,waymo_train,waymo_800-999,44194,1876;ego,ego,"range(22, 73)",ego,0.0,38,0,0.5792819060571041
292,waymo_train,waymo_800-999,67181,3148;ego,ego,"range(9, 52)",ego,0.0,30,0,0.6945484900200499
293,waymo_train,waymo_800-999,74431,2664;ego,ego,"range(0, 42)",ego,0.0,35,0,0.6436800288606527
294,waymo_train,waymo_800-999,14755,1964;ego,ego,"range(36, 80)",ego,0.0,39,0,0.822592654532613
295,waymo_train,waymo_800-999,15636,1854;ego,ego,"range(0, 45)",ego,0.0,32,0,0.4870938302674136
296,waymo_train,waymo_800-999,15957,539;545;ego,ego,"range(10, 56)",545,1.0,31,0,0.6915224452154034
297,waymo_train,waymo_800-999,17401,707;ego,ego,"range(48, 89)",ego,0.0,25,0,0.4615176634231385
298,waymo_train,waymo_800-999,18817,1953;ego,ego,"range(27, 87)",ego,0.0,41,0,0.6530764928469931
299,waymo_train,waymo_800-999,19193,3666;ego,ego,"range(27, 90)",ego,0.0,41,0,0.7218754035037763
300,waymo_train,waymo_800-999,19973,1739;ego,ego,"range(18, 64)",1739,1.0,38,0,0.7533721501744662
301,waymo_train,waymo_800-999,20273,675;ego,ego,"range(0, 37)",equal,0.5,27,0,0.8945874610084246
302,waymo_train,waymo_800-999,21198,13;ego,ego,"range(22, 66)",13,1.0,25,0,0.8307180751583921
303,waymo_train,waymo_800-999,21470,167;ego,ego,"range(14, 64)",167,1.0,35,0,0.69226647361028
304,waymo_train,waymo_800-999,2496,989;ego,ego,"range(0, 54)",ego,0.0,38,0,0.6506297716388754
305,waymo_train,waymo_800-999,27572,1844;ego,ego,"range(29, 90)",ego,0.0,37,0,0.6649513281457273
306,waymo_train,waymo_800-999,29090,1633;ego,ego,"range(0, 36)",ego,0.0,31,0,0.5516367663110554
307,waymo_train,waymo_800-999,29641,1865;ego,ego,"range(0, 47)",1865,1.0,30,0,0.7524477549670344
308,waymo_train,waymo_800-999,30244,1865;ego,ego,"range(9, 57)",1865,1.0,31,0,0.7516413459560412
309,waymo_train,waymo_800-999,3097,1338;ego,ego,"range(30, 73)",1338,1.0,33,0,0.7985805854764032
310,waymo_train,waymo_800-999,31256,714;ego,ego,"range(0, 54)",ego,0.0,46,0,0.5998859767359229
311,waymo_train,waymo_800-999,33263,1188;ego,ego,"range(0, 38)",ego,0.0,23,0,0.8727873415333229
312,waymo_train,waymo_800-999,35610,2074;ego,ego,"range(0, 31)",ego,0.0,26,0,0.5741291520153874
313,waymo_train,waymo_800-999,36868,167;ego,ego,"range(4, 54)",167,1.0,35,0,0.69226647361028
314,waymo_train,waymo_800-999,36957,1720;ego,ego,"range(34, 80)",equal,0.5,32,0,0.8855906558358224
315,waymo_train,waymo_800-999,37453,1267;ego,ego,"range(0, 47)",1267,1.0,30,0,0.755032781495046
316,waymo_train,waymo_800-999,37919,3074;ego,ego,"range(0, 37)",ego,0.0,28,0,0.8016940308392835
317,waymo_train,waymo_800-999,38368,924;ego,ego,"range(3, 64)",924,1.0,31,0,0.7681876610474331
318,waymo_train,waymo_800-999,39710,362;ego,ego,"range(16, 70)",ego,0.0,42,0,0.6133529444878854
319,waymo_train,waymo_800-999,39892,506;ego,ego,"range(0, 50)",506,1.0,36,0,0.7136368455769998
320,waymo_train,waymo_800-999,42800,1806;ego,ego,"range(0, 39)",ego,0.0,26,0,0.4202113349808042
321,waymo_train,waymo_800-999,44941,190;191;194;ego,ego,"range(16, 56)",equal,0.5,20,0,0.8641370247181307
322,waymo_train,waymo_800-999,45999,2;ego,ego,"range(0, 40)",ego,0.0,32,0,0.7609273308247771
323,waymo_train,waymo_800-999,46199,380;ego,ego,"range(8, 52)",380,1.0,19,0,0.5020070872552642
324,waymo_train,waymo_800-999,48968,1946;ego,ego,"range(31, 90)",ego,0.0,39,0,0.5671385097073371
325,waymo_train,waymo_800-999,50982,362;ego,ego,"range(0, 50)",ego,0.0,42,0,0.6133529444878854
326,waymo_train,waymo_800-999,52482,73;ego,ego,"range(16, 68)",ego,0.0,35,0,0.8594536463542388
327,waymo_train,waymo_800-999,52834,2317;ego,ego,"range(6, 75)",ego,0.0,41,0,0.6838434678974266
328,waymo_train,waymo_800-999,54849,123;ego,ego,"range(0, 32)",123,1.0,25,0,0.8087681786352295
329,waymo_train,waymo_800-999,55754,393;ego,ego,"range(20, 61)",ego,0.0,18,0,0.8468555400291833
330,waymo_train,waymo_800-999,55930,2566;ego,ego,"range(24, 75)",ego,0.0,37,0,0.7547620869281784
331,waymo_train,waymo_800-999,56132,336;ego,ego,"range(29, 76)",ego,0.0,37,0,0.6491950143780975
332,waymo_train,waymo_800-999,56439,2882;ego,ego,"range(0, 51)",ego,0.0,39,0,0.6067297869634132
333,waymo_train,waymo_800-999,63019,41;ego,ego,"range(0, 35)",ego,0.0,25,0,0.8304159572830798
334,waymo_train,waymo_800-999,63129,1885;ego,ego,"range(22, 84)",ego,0.0,36,0,0.6159585608352101
335,waymo_train,waymo_800-999,64788,1188;ego,ego,"range(16, 58)",ego,0.0,27,0,0.8436151522338485
336,waymo_train,waymo_800-999,64985,1488;ego,ego,"range(14, 54)",equal,0.5,28,0,0.9042699856870999
337,waymo_train,waymo_800-999,68940,1041;ego,ego,"range(0, 36)",ego,0.0,21,0,0.47736335281959197
338,waymo_train,waymo_800-999,6992,1985;ego,ego,"range(9, 62)",ego,0.0,39,0,0.6020381469546526
339,waymo_train,waymo_800-999,74752,2980;ego,ego,"range(30, 82)",equal,0.5,34,0,0.923178323111914
340,waymo_train,waymo_800-999,76519,3668;ego,ego,"range(27, 84)",equal,0.5,36,0,0.8963699424111703
341,waymo_train,waymo_800-999,77058,1998;2003;ego,ego,"range(24, 70)",2003,1.0,34,0,0.7782820829968553
342,waymo_train,waymo_800-999,78767,559;ego,ego,"range(0, 43)",ego,0.0,28,0,0.45889898701803833
343,waymo_train,waymo_800-999,80860,42;ego,ego,"range(0, 30)",42,1.0,25,0,0.7640956779491529
344,waymo_train,waymo_800-999,80860,44;ego,ego,"range(5, 52)",ego,0.0,34,0,0.8009855343420356
345,waymo_train,waymo_800-999,80956,207;ego,ego,"range(5, 62)",207,1.0,36,0,0.7396824113732259
346,waymo_train,waymo_800-999,81821,2;ego,ego,"range(5, 56)",ego,0.0,36,0,0.6261122606388306
347,waymo_train,waymo_800-999,83516,1513;ego,ego,"range(0, 32)",ego,0.0,20,0,0.3091697286132513
348,waymo_train,waymo_800-999,8356,262;ego,ego,"range(41, 80)",equal,0.5,34,0,0.92740383229288
349,waymo_train,waymo_800-999,83877,1447;ego,ego,"range(16, 78)",ego,0.0,38,0,0.6176726200866485
350,waymo_train,waymo_800-999,84559,45;ego,ego,"range(18, 58)",ego,0.0,17,0,0.6469862298631189
351,waymo_train,waymo_800-999,85208,1089;1092;ego,ego,"range(7, 57)",1092,1.0,32,0,0.7438744145799432
352,waymo_train,waymo_800-999,87562,779;ego,ego,"range(12, 65)",779,1.0,38,0,0.7417661761990326
353,waymo_train,waymo_800-999,8818,18;ego,ego,"range(0, 32)",ego,0.0,18,0,0.9039886525535299
354,waymo_train,waymo_800-999,89545,822;ego,ego,"range(24, 63)",ego,0.0,32,0,0.5147887816687049
355,waymo_train,waymo_800-999,90938,807;ego,ego,"range(30, 70)",ego,0.0,31,0,0.8536903228711598
356,waymo_train,waymo_800-999,90978,765;ego,ego,"range(21, 62)",ego,0.0,31,0,0.8708861333468664
357,waymo_train,waymo_800-999,91684,2114;2116;ego,ego,"range(0, 37)",2116,1.0,20,0,0.7825060605606622
358,waymo_train,waymo_800-999,91795,1;ego,ego,"range(16, 65)",ego,0.0,38,0,0.5342809216942829
359,waymo_train,waymo_800-999,92804,43;ego,ego,"range(14, 73)",ego,0.0,30,0,0.5472885132750391
360,waymo_train,waymo_800-999,9355,1741;ego,ego,"range(1, 60)",ego,0.0,38,0,0.6690228581861357
361,waymo_train,waymo_800-999,96225,1644;ego,ego,"range(0, 34)",ego,0.0,29,0,0.37759581861775016
362,waymo_train,waymo_800-999,96693,1741;ego,ego,"range(21, 80)",ego,0.0,38,0,0.6690228581861357
363,waymo_train,waymo_800-999,96826,926;ego,ego,"range(11, 62)",ego,0.0,39,0,0.683683060278101
364,waymo_train,waymo_0-299,17189,447;465,447,"range(3, 42)",465,1.0,19,0,0.6235739651105627
365,waymo_train,waymo_0-299,21978,1744;1750;1760,1744,"range(0, 36)",1744,0.0,8,0,0.0005576043257276148
366,waymo_train,waymo_0-299,32586,1526;1527,1526,"range(1, 44)",1526,0.0,21,0,0.14579322458191182
367,waymo_train,waymo_0-299,4369,363;365,363,"range(0, 37)",365,1.0,19,0,0.5709361342567771
368,waymo_train,waymo_0-299,43847,2281;2295,2281,"range(11, 53)",2281,0.0,28,0,0.23747569681137254
369,waymo_train,waymo_0-299,54799,1547;1551,1547,"range(0, 56)",1551,1.0,37,0,0.740313524688396
370,waymo_train,waymo_0-299,59366,14;47,14,"range(14, 66)",14,0.0,26,0,0.8210637190273443
371,waymo_train,waymo_0-299,66662,1347;1466,1347,"range(10, 49)",1466,1.0,13,0,0.953577967300412
372,waymo_train,waymo_0-299,94928,408;452,408,"range(17, 56)",408,0.0,31,0,0.37745507409445234
373,waymo_train,waymo_0-299,98721,1036;1055,1036,"range(0, 31)",1055,1.0,24,0,0.6174320516135255
374,waymo_train,waymo_0-299,99205,1412;1425,1412,"range(30, 69)",1425,1.0,16,0,0.9201006867299286
375,waymo_train,waymo_0-299,117512,593;611,593,"range(0, 38)",593,0.0,9,0,0.7988502441999997
376,waymo_train,waymo_0-299,16586,837;839;847,837,"range(0, 34)",837,0.0,7,0,0.7792606723075065
377,waymo_train,waymo_0-299,16155,12;5,12,"range(9, 48)",5,1.0,25,0,0.7130998232221123
378,waymo_train,waymo_0-299,17214,934;970,934,"range(14, 61)",equal,0.5,19,0,0.9751898868519862
379,waymo_train,waymo_0-299,17846,218;233,218,"range(27, 73)",218,0.0,29,0,0.07409054989714114
380,waymo_train,waymo_0-299,19226,133;178,133,"range(0, 43)",178,1.0,18,0,0.8741952451605405
381,waymo_train,waymo_0-299,23576,46;5,46,"range(11, 51)",5,1.0,23,0,0.8347143915554828
382,waymo_train,waymo_0-299,24037,1082;1084,1082,"range(0, 35)",1084,1.0,1,0,0.999901715641877
383,waymo_train,waymo_0-299,28202,1025;1056,1025,"range(0, 33)",1056,1.0,23,0,0.7023722616020445
384,waymo_train,waymo_0-299,29741,925;952,925,"range(15, 54)",952,1.0,26,0,0.6960925927927059
385,waymo_train,waymo_0-299,31557,1314;1323,1314,"range(28, 68)",1314,0.0,19,0,0.44377682022562925
386,waymo_train,waymo_0-299,32558,512;513,512,"range(31, 82)",512,0.0,33,0,0.3656495232081299
387,waymo_train,waymo_0-299,94289,115;129;164,115,"range(0, 49)",115,0.0,17,0,0.8681626133802762
388,waymo_train,waymo_0-299,34865,19;4,19,"range(0, 29)",4,1.0,6,0,0.8318258278148073
389,waymo_train,waymo_0-299,96292,2691;2697,2691,"range(24, 73)",2697,1.0,34,0,0.8751040447788734
390,waymo_train,waymo_0-299,36173,512;513,512,"range(0, 42)",512,0.0,24,0,0.24150120656254703
391,waymo_train,waymo_0-299,99490,26;53,26,"range(8, 52)",53,1.0,20,0,0.9835883793838184
392,waymo_train,waymo_0-299,100998,973;992,973,"range(0, 36)",992,1.0,26,0,0.9981824959243913
393,waymo_train,waymo_0-299,40441,1025;1051,1025,"range(40, 84)",1051,1.0,18,0,0.9711000866899896
394,waymo_train,waymo_0-299,40648,1165;1177,1165,"range(8, 56)",1177,1.0,23,0,0.6432420579791214
395,waymo_train,waymo_0-299,40803,2368;2415,2368,"range(0, 33)",2415,1.0,21,0,0.7442687289304157
396,waymo_train,waymo_0-299,102474,599;612,599,"range(13, 52)",612,1.0,19,0,0.6231192658235747
397,waymo_train,waymo_0-299,41328,265;267,265,"range(0, 43)",267,1.0,23,0,0.9928678269840777
398,waymo_train,waymo_0-299,102881,942;957,942,"range(0, 39)",942,0.0,27,0,0.22964229247552184
399,waymo_train,waymo_0-299,41618,973;978,973,"range(30, 73)",978,1.0,8,0,0.9995285593010403
400,waymo_train,waymo_0-299,103593,1252;1274,1252,"range(5, 44)",1274,1.0,25,0,0.6615997920154716
401,waymo_train,waymo_0-299,44369,1578;1656,1578,"range(29, 68)",1656,1.0,21,0,0.6597745053069851
402,waymo_train,waymo_0-299,106682,4;45;6,4,"range(43, 84)",4,0.0,26,0,0.43293102272914086
403,waymo_train,waymo_0-299,1092,458;480,458,"range(29, 71)",480,1.0,23,0,0.9544533995432417
404,waymo_train,waymo_0-299,109592,2281;2295,2281,"range(31, 73)",2281,0.0,28,0,0.23747569681137254
405,waymo_train,waymo_0-299,1100,209;248,209,"range(0, 49)",209,0.0,27,0,0.44154026364909904
406,waymo_train,waymo_0-299,1100,209;224;248,209,"range(2, 47)",209,0.0,26,0,0.4552931276164995
407,waymo_train,waymo_0-299,51255,541;608,541,"range(5, 57)",equal,0.5,21,0,0.9684296469592407
408,waymo_train,waymo_0-299,52810,1347;1466,1347,"range(20, 59)",equal,0.5,13,0,0.8213147687443225
409,waymo_train,waymo_0-299,115241,1196;1199,1196,"range(47, 86)",1196,0.0,9,0,0.6825662315844024
410,waymo_train,waymo_0-299,1154,3099;3139,3099,"range(32, 71)",3099,0.0,19,0,0.01061584924602451
411,waymo_train,waymo_0-299,11588,541;578,541,"range(0, 54)",541,0.0,32,0,0.20852050172070102
412,waymo_train,waymo_0-299,117048,3;58,3,"range(1, 44)",58,1.0,16,0,0.7132045461266816
413,waymo_train,waymo_0-299,54501,526;543,526,"range(0, 42)",543,1.0,28,0,0.8471891178931757
414,waymo_train,waymo_0-299,54878,973;992,973,"range(6, 46)",992,1.0,30,0,0.9973609175632004
415,waymo_train,waymo_0-299,118963,1755;1762,1755,"range(0, 55)",1762,1.0,37,0,0.9516312956153022
416,waymo_train,waymo_0-299,120183,1493;1539,1493,"range(12, 52)",1539,1.0,23,0,0.7163123653032057
417,waymo_train,waymo_0-299,123325,3200;3206,3200,"range(0, 53)",3206,1.0,26,0,0.6107579181089448
418,waymo_train,waymo_0-299,60405,1307;1318,1307,"range(3, 42)",equal,0.5,25,0,0.9848087523766165
419,waymo_train,waymo_0-299,126746,1700;1726,1700,"range(33, 74)",equal,0.5,14,0,0.9469122269896959
420,waymo_train,waymo_0-299,63553,11;8,11,"range(20, 62)",8,1.0,23,0,0.7640211502291911
421,waymo_train,waymo_0-299,63992,180;224,180,"range(1, 69)",224,1.0,35,0,0.6802905105747852
422,waymo_train,waymo_0-299,130362,403;412,403,"range(28, 69)",412,1.0,18,0,0.9999869582592505
423,waymo_train,waymo_0-299,6694,734;735,734,"range(0, 34)",734,0.0,11,0,0.7550637172339081
424,waymo_train,waymo_0-299,131432,1193;1216,1193,"range(6, 53)",1193,0.0,31,0,0.36387861061707283
425,waymo_train,waymo_0-299,132289,526;543,526,"range(0, 32)",543,1.0,18,0,0.9383579568039906
426,waymo_train,waymo_0-299,69889,21;31;33,21,"range(0, 38)",31,1.0,24,0,0.9569328063787013
427,waymo_train,waymo_0-299,135673,3116;3120;3160,3116,"range(21, 64)",3120,1.0,20,0,0.9997451447705142
428,waymo_train,waymo_0-299,136403,780;782,780,"range(0, 39)",782,1.0,21,0,0.9941842646065582
429,waymo_train,waymo_0-299,136449,180;224;310,180,"range(12, 56)",224,1.0,26,0,0.688625261249136
430,waymo_train,waymo_0-299,138131,1465;1515,1465,"range(29, 73)",1515,1.0,34,0,0.8619654305650599
431,waymo_train,waymo_0-299,138876,1679;1697;1707,1679,"range(0, 31)",equal,0.5,22,0,0.9875304359225303
432,waymo_train,waymo_0-299,74373,1578;1656,1578,"range(19, 58)",1656,1.0,21,0,0.6597745053069851
433,waymo_train,waymo_0-299,74965,840;851;867,840,"range(0, 33)",851,1.0,17,0,0.6416254568912148
434,waymo_train,waymo_0-299,141852,1034;1037,1034,"range(0, 59)",1034,0.0,38,0,0.7101348875420956
435,waymo_train,waymo_0-299,143484,1346;1443,1346,"range(30, 76)",1443,1.0,28,0,0.6250508247915724
436,waymo_train,waymo_0-299,79897,1016;977,1016,"range(0, 42)",977,1.0,21,0,0.6531688605118526
437,waymo_train,waymo_0-299,80590,780;782,780,"range(22, 79)",782,1.0,39,0,0.9425105360219934
438,waymo_train,waymo_0-299,85485,541;578,541,"range(29, 84)",541,0.0,33,0,0.2211749946648022
439,waymo_train,waymo_0-299,86303,2111;2261,2111,"range(45, 88)",2111,0.0,24,0,0.07769861205190476
440,waymo_train,waymo_0-299,87960,447;465,447,"range(23, 62)",465,1.0,19,0,0.6235739651105627
441,waymo_train,waymo_300-499,59,3116;3120;3160,3116,"range(31, 74)",3120,1.0,20,0,0.9997451447705142
442,waymo_train,waymo_300-499,6872,1;13;22,1,"range(0, 50)",1,0.0,28,0,0.8137920926024292
443,waymo_train,waymo_300-499,6872,1;22,1,"range(0, 83)",1,0.0,29,0,0.7910005815019562
444,waymo_train,waymo_300-499,9780,438;442,438,"range(17, 66)",442,1.0,31,0,0.8003011258059574
445,waymo_train,waymo_300-499,10601,481;582,481,"range(45, 86)",582,1.0,23,0,0.9989938233567826
446,waymo_train,waymo_300-499,11637,400;401,400,"range(57, 90)",400,0.0,19,0,0.12167366812235453
447,waymo_train,waymo_300-499,16574,3019;3027,3019,"range(0, 31)",3027,1.0,23,0,0.7528504817555328
448,waymo_train,waymo_300-499,20119,11;8,11,"range(10, 52)",8,1.0,23,0,0.7640211502291911
449,waymo_train,waymo_300-499,20422,77;83,77,"range(3, 48)",83,1.0,23,0,0.953992980331692
450,waymo_train,waymo_300-499,23099,14;16;29,14,"range(0, 43)",14,0.0,0,0,1.0
451,waymo_train,waymo_300-499,23949,1108;1137,1108,"range(15, 59)",1137,1.0,31,0,0.8961077488969266
452,waymo_train,waymo_300-499,29440,183;226,183,"range(23, 81)",226,1.0,29,0,0.7431986251515826
453,waymo_train,waymo_300-499,33152,843;906,843,"range(0, 44)",906,1.0,32,0,0.6856244466771022
454,waymo_train,waymo_300-499,33517,1902;1907,1902,"range(25, 67)",1902,0.0,18,0,0.7643919064651336
455,waymo_train,waymo_300-499,37470,447;463,447,"range(39, 82)",447,0.0,29,0,0.09804022284497894
456,waymo_train,waymo_300-499,41773,2123;2144,2123,"range(0, 42)",2123,0.0,24,0,0.8048651765525786
457,waymo_train,waymo_300-499,42669,1375;1408,1375,"range(10, 56)",1408,1.0,26,0,0.8948659742713214
458,waymo_train,waymo_300-499,44350,354;383,354,"range(19, 68)",383,1.0,39,0,0.870923347963332
459,waymo_train,waymo_300-499,46011,528;545,528,"range(0, 45)",528,0.0,23,0,0.7713177125604641
460,waymo_train,waymo_300-499,48698,3136;3146,3136,"range(40, 90)",3136,0.0,38,0,0.49253027160535057
461,waymo_train,waymo_300-499,49876,136;191,136,"range(0, 33)",191,1.0,25,0,0.9169483714174708
462,waymo_train,waymo_300-499,52349,0;43,0,"range(0, 32)",0,0.0,12,0,0.017341467944335127
463,waymo_train,waymo_300-499,52539,32;5,32,"range(32, 71)",32,0.0,16,0,0.6567328075313326
464,waymo_train,waymo_300-499,53112,1314;1323,1314,"range(0, 38)",1314,0.0,17,0,0.48663637575878577
465,waymo_train,waymo_300-499,53973,2267;2270,2267,"range(39, 82)",equal,0.5,20,0,0.799990414123066
466,waymo_train,waymo_300-499,59151,964;979,964,"range(21, 77)",964,0.0,36,0,0.6715515654373561
467,waymo_train,waymo_300-499,59833,658;671,658,"range(0, 40)",658,0.0,21,0,0.7812151404914744
468,waymo_train,waymo_300-499,60083,1679;1697;1707,1679,"range(31, 71)",equal,0.5,26,0,0.9892204006831028
469,waymo_train,waymo_300-499,65013,1744;1750;1760,1744,"range(14, 56)",1744,0.0,8,0,0.0005576043257276148
470,waymo_train,waymo_300-499,65179,1402;1442,1402,"range(3, 55)",1442,1.0,36,0,0.6755021010540294
471,waymo_train,waymo_300-499,65531,20;22,20,"range(24, 72)",20,0.0,23,0,0.7488341549768099
472,waymo_train,waymo_300-499,66067,780;782,780,"range(2, 59)",782,1.0,39,0,0.9425105360219934
473,waymo_train,waymo_300-499,69844,263;266,263,"range(13, 61)",263,0.0,33,0,0.3506909332788376
474,waymo_train,waymo_300-499,71482,13;33;7;8,13,"range(0, 33)",13,0.0,13,0,0.7937039954602606
475,waymo_train,waymo_300-499,72138,663;700,663,"range(14, 56)",700,1.0,36,0,0.7578832102159055
476,waymo_train,waymo_300-499,72816,3;58,3,"range(41, 85)",58,1.0,16,0,0.713784443950604
477,waymo_train,waymo_300-499,75225,175;192,175,"range(1, 57)",192,1.0,26,0,0.8890216840613333
478,waymo_train,waymo_300-499,77559,1547;1551,1547,"range(0, 36)",1551,1.0,17,0,0.7005033475183896
479,waymo_train,waymo_300-499,84031,2305;2307,2305,"range(16, 62)",2307,1.0,31,0,0.6155978402861163
480,waymo_train,waymo_300-499,88727,121;98,121,"range(38, 83)",98,1.0,18,0,0.8693616936903096
481,waymo_train,waymo_300-499,88914,471;484;485,471,"range(20, 61)",471,0.0,14,0,0.005516104313979499
482,waymo_train,waymo_300-499,90981,1489;1494,1489,"range(25, 64)",1494,1.0,26,0,0.6048417001977403
483,waymo_train,waymo_300-499,95944,681;684,681,"range(26, 72)",684,1.0,27,0,0.6888051027367916
484,waymo_train,waymo_500-799,119513,314;319,314,"range(4, 43)",314,0.0,18,0,0.01806373316444504
485,waymo_train,waymo_500-799,52425,645;651,645,"range(29, 68)",651,1.0,23,0,0.9999910985265253
486,waymo_train,waymo_500-799,79016,1430;1493,1430,"range(14, 59)",1430,0.0,28,0,0.1894815279158855
487,waymo_train,waymo_500-799,109983,2249;2252,2249,"range(36, 88)",2252,1.0,25,0,0.703162545959489
488,waymo_train,waymo_500-799,128074,354;365,354,"range(21, 67)",354,0.0,31,0,0.34687633575065563
489,waymo_train,waymo_500-799,14665,1467;1628,1467,"range(3, 42)",equal,0.5,20,0,0.9559853411741287
490,waymo_train,waymo_500-799,15513,663;669,663,"range(22, 78)",669,1.0,41,0,0.6790211040446869
491,waymo_train,waymo_500-799,15538,511;571,511,"range(0, 40)",equal,0.5,19,0,0.9752580737656578
492,waymo_train,waymo_500-799,21338,405;460,405,"range(30, 70)",460,1.0,28,0,0.9988179559164091
493,waymo_train,waymo_500-799,27135,191;194,191,"range(27, 82)",191,0.0,26,0,0.25348146985361036
