index,TTC,PET,a_p,a_l,jerk,yaw_rate,task_time,avg_delay,IO,impact
91,1.0,1.0,1.0,0.9996486759660415,0.7031727837320085,1.0,0.5295430420793459,0.6559127631596916,0.9185228345570711,0.9517813389088994
92,1.0,1.0,1.0,0.9960471064063152,0.7705668353899401,1.0,0.6964525926176954,0.4331968444048548,0.49617946726325735,1.0
93,0.999497319548641,1.0,0.9392654481348333,1.0,0.6663837176836708,1.0,0.7319496078606741,0.854553466120494,0.695294788148033,0.9996722434018261
94,1.0,1.0,0.9952383031889046,1.0,0.5629438177158091,1.0,0.7296258287758465,0.746189823157281,0.8956735903590768,1.0
95,1.0,1.0,0.9981715072157648,1.0,0.42071689280550045,1.0,0.7744251500142286,0.5573264689717754,0.6027427703560893,0.964756661474694
96,0.844731481109537,1.0,0.929282284971357,0.9996592939003636,0.4548247906033988,1.0,0.6999807060504721,0.3254441307182071,0.5939674526831147,0.9965031863150673
97,1.0,1.0,1.0,0.9935278053201962,0.833261179149889,1.0,0.459808699908877,0.0,0.7311607870853714,0.9815935646709912
98,1.0,1.0,1.0,1.0,0.8148567928955021,1.0,0.7316660889926242,0.0,0.6508627184793131,0.9954728181040815
99,1.0,1.0,0.9609747407071473,0.7189031257277338,0.6897186917225306,1.0,0.7263433988776584,0.0,0.681847450906218,0.9632721269189678
100,1.0,1.0,0.9846054673184708,1.0,0.7801928616917937,1.0,0.8702930888303922,0.6175712633274955,0.6994584508692618,0.9859537583896331
101,1.0,0.8560210101350283,0.951697049467215,0.8051467056949919,0.20891925276556952,0.9999490629416466,0.5225579148703711,0.4983968202365366,0.8543679915258857,0.9329303360147849
102,1.0,0.7063557772138283,0.6535881844414009,0.9177158388711775,0.35607913167825905,0.9986675576970692,0.5221171430975691,0.3380179925582418,0.7932463676880781,0.964901658593948
103,0.8246316052138345,1.0,0.8837934127689852,1.0,0.6371559893107771,1.0,0.5506039624470583,0.41803523628481426,0.37832779736272604,0.9916510742053728
104,1.0,0.7356717751346133,0.9946719641861484,0.9998199219984878,0.7854859434060363,1.0,0.4199288815092946,0.5317437922347842,0.8643094797032393,1.0
105,1.0,1.0,0.9906152553572287,1.0,0.5772636506167453,1.0,0.6833317122842222,0.6605782286960077,0.5905217981357268,0.9506159108270829
106,1.0,1.0,0.9946572961920246,1.0,0.5593116806310687,1.0,0.7439356156844767,0.2582107515910459,0.763269184755205,0.9961539948906867
107,1.0,1.0,0.9841806342206982,1.0,0.8931843709281193,1.0,0.7707006147928364,0.31059189253478414,1.0,1.0
108,1.0,1.0,1.0,1.0,0.7732305831948605,1.0,0.7317633764531831,0.5429316754968438,0.7160771291530867,0.863241155279699
109,1.0,0.7565050306621928,0.6117416094946709,0.9936839524655039,0.36403155948546956,0.9997233763228965,0.8506599128403672,1.0,0.6261122606388306,0.779039864764108
110,1.0,1.0,0.9231005652139951,0.9698330913162682,0.5159176715827807,0.9995670039922515,0.48717307121900066,0.4067557105218763,0.10392323843598404,1.0
111,1.0,0.4612631907136351,0.8055829508053335,1.0,0.8945440292442762,1.0,0.5547215874212857,1.0,0.8307180751583921,1.0
112,1.0,1.0,0.9083906254511726,0.9957394927754878,0.7081466182190624,1.0,0.3786290903157305,0.4500356820601636,0.418499547498537,0.7447029413529376
113,1.0,1.0,1.0,1.0,0.7653925624947907,1.0,0.7945996121788362,0.10693310914212237,0.6782906792362666,0.9943195412826007
114,0.769687267843545,1.0,0.8443312801950235,0.9658525747807135,0.19421192434284523,1.0,0.6691901241938704,0.7916580654010701,0.7547620869281784,0.7861908129163184
115,1.0,0.830472387464665,1.0,0.9497477611525478,0.6434974383341078,1.0,0.9963065467220065,1.0,0.668413059044832,0.5675122152012371
116,1.0,1.0,0.9998799463830584,0.9997863282207694,0.7996735473425124,1.0,0.5362975040106638,0.0,0.9199333252118697,0.97787715823409
