index,start_time,type,ego,total_background_vehicles,n_background_vehicles,impact
567,0.0,AV_2,1,56,56,1.0
568,0.0,AV_2,3,55,55,1.0
569,23.0,AV_2,151,72,21,0.9575728443426351
570,3.0,AV_2,183,105,41,0.9398005061181678
571,0.0,AV_2,919,195,195,1.0
572,0.0,AV_2,3136,36,36,1.0
573,0.0,AV_2,857,89,89,1.0
574,0.0,AV_2,648,65,65,1.0
575,0.0,AV_2,1983,20,20,1.0
576,0.0,AV_2,1473,17,17,1.0
577,0.0,AV_2,47,168,168,1.0
578,0.0,AV_2,1451,81,81,1.0
579,0.0,AV_2,587,72,72,1.0
580,0.0,AV_2,483,42,42,1.0
581,0.0,AV_2,2037,128,128,1.0
582,0.0,AV_2,187,67,67,1.0
583,0.0,AV_2,1236,99,99,1.0
584,0.0,AV_2,1051,85,85,1.0
585,0.0,AV_2,157,61,61,1.0
586,0.0,AV_2,14,43,43,1.0
587,0.0,AV_2,10,81,81,1.0
588,0.0,AV_2,877,22,22,1.0
589,0.0,AV_2,1243,79,79,1.0
590,0.0,AV_2,2448,32,32,1.0
591,0.0,AV_2,141,32,32,1.0
592,0.0,AV_2,1766,34,34,1.0
593,0.0,AV_2,22,32,32,1.0
594,0.0,AV_2,403,62,62,1.0
595,0.0,AV_2,1877,130,130,1.0
596,0.0,AV_2,137,39,39,1.0
597,0.0,AV_2,1066,15,15,1.0
598,0.0,AV_2,775,23,23,1.0
599,0.0,AV_2,46,63,63,1.0
600,0.0,AV_2,426,117,117,1.0
601,0.0,AV_2,607,111,111,1.0
602,0.0,AV_2,715,83,83,1.0
603,0.0,AV_2,1070,37,37,1.0
604,0.0,AV_2,2,27,27,1.0
605,0.0,AV_2,1336,57,57,1.0
606,0.0,AV_2,2691,83,83,1.0
607,0.0,AV_2,426,112,112,1.0
608,0.0,AV_2,969,129,129,1.0
609,0.0,AV_2,1562,37,37,1.0
610,0.0,AV_2,551,92,92,1.0
611,0.0,AV_2,1635,29,29,1.0
612,0.0,AV_2,1888,31,31,1.0
613,0.0,AV_2,1041,28,28,1.0
614,0.0,AV_2,52,92,92,1.0
615,0.0,AV_2,34,58,58,1.0
616,0.0,AV_2,809,210,210,1.0
617,0.0,AV_2,1600,42,42,1.0
618,0.0,AV_2,2195,79,79,1.0
619,0.0,AV_2,2616,33,33,1.0
620,0.0,AV_2,1262,125,125,1.0
621,0.0,AV_2,702,42,42,1.0
622,0.0,AV_2,426,127,127,1.0
623,0.0,AV_2,353,113,113,1.0
624,0.0,AV_2,775,96,96,1.0
625,0.0,AV_2,720,36,36,1.0
626,0.0,AV_2,2037,106,106,1.0
627,0.0,AV_2,187,70,70,1.0
628,0.0,AV_2,1473,12,12,1.0
629,0.0,AV_2,1066,15,15,1.0
630,0.0,AV_2,10,19,19,1.0
631,0.0,AV_2,197,14,14,1.0
632,0.0,AV_2,16,39,39,1.0
633,0.0,AV_2,1833,230,230,1.0
634,0.0,AV_2,1816,116,116,1.0
635,0.0,AV_2,353,108,108,1.0
636,0.0,AV_2,2813,64,64,1.0
637,0.0,AV_2,46,61,61,1.0
638,0.0,AV_2,716,84,84,1.0
639,0.0,AV_2,877,26,26,1.0
640,0.0,AV_2,453,78,78,1.0
641,0.0,AV_2,37,28,28,1.0
642,0.0,AV_2,287,55,55,1.0
643,0.0,AV_2,1001,106,106,1.0
644,0.0,AV_2,1732,61,61,1.0
645,0.0,AV_2,1093,61,61,1.0
646,0.0,AV_2,2616,33,33,1.0
647,0.0,AV_2,969,131,131,1.0
648,0.0,AV_2,195,31,31,1.0
649,0.0,AV_2,1620,38,38,1.0
650,0.0,AV_2,1833,222,222,1.0
651,0.0,AV_2,723,43,43,1.0
652,0.0,AV_2,2000,19,19,1.0
653,0.0,AV_2,329,61,61,1.0
654,0.0,AV_2,1161,26,26,1.0
655,0.0,AV_2,2280,126,126,1.0
656,0.0,AV_2,1145,55,55,1.0
657,0.0,AV_2,2181,98,98,1.0
658,0.0,AV_2,2180,98,98,1.0
659,0.0,AV_2,775,13,13,1.0
660,0.0,AV_2,46,61,61,1.0
661,0.0,AV_2,2513,190,190,1.0
662,0.0,AV_2,211,8,8,1.0
663,0.0,AV_2,708,54,54,1.0
664,0.0,AV_2,7,47,47,1.0
665,0.0,AV_2,392,14,14,1.0
666,0.0,AV_2,1993,40,40,1.0
667,0.0,AV_2,1654,30,30,1.0
668,0.0,AV_2,2508,184,184,1.0
669,0.0,AV_2,607,91,91,1.0
670,0.0,AV_2,197,15,15,1.0
671,0.0,AV_2,1718,54,54,1.0
672,0.0,AV_2,14,43,43,1.0
673,0.0,AV_2,407,177,177,1.0
674,0.0,AV_2,1635,29,29,1.0
675,0.0,AV_2,102,93,93,1.0
676,0.0,AV_2,216,100,100,1.0
677,0.0,AV_2,869,64,64,1.0
678,0.0,AV_2,1197,45,45,1.0
679,0.0,AV_2,2280,126,126,1.0
680,0.0,AV_2,260,22,22,1.0
681,0.0,AV_2,1118,83,83,1.0
682,0.0,AV_2,1493,88,88,1.0
683,0.0,AV_2,1816,117,117,1.0
684,0.0,AV_2,1394,106,106,1.0
685,0.0,AV_2,50,61,61,1.0
686,0.0,AV_2,16,94,94,1.0
687,0.0,AV_2,37,28,28,1.0
688,0.0,AV_2,1682,31,31,1.0
689,0.0,AV_2,1716,77,77,1.0
690,0.0,AV_2,1816,116,116,1.0
691,0.0,AV_2,1763,99,99,1.0
692,0.0,AV_2,1262,98,98,1.0
693,0.0,AV_2,2280,137,137,1.0
694,0.0,AV_2,1,134,134,1.0
695,0.0,AV_2,2469,70,70,1.0
696,0.0,AV_2,2448,34,34,1.0
697,0.0,AV_2,693,129,129,1.0
698,0.0,AV_2,1447,32,32,1.0
699,0.0,AV_2,2552,18,18,1.0
700,0.0,AV_2,1067,124,124,1.0
701,0.0,AV_2,2348,71,71,1.0
702,0.0,AV_2,577,64,64,1.0
703,0.0,AV_2,811,145,145,1.0
704,0.0,AV_2,1666,73,73,1.0
705,0.0,AV_2,138,40,40,1.0
