index,dataset,folder,scenario_idx,track_id,ego_id,timerange,comfortable_threshold,uncomfortable_threshold,linear_decay_slope,n_timesteps,a_p
234,waymo_train,waymo_500-799,45989,160;ego,ego,"range(5, 62)",0.89,2.12,0.5,57,1.0
235,waymo_train,waymo_500-799,10116,1648;ego,ego,"range(0, 49)",0.89,2.12,0.5,49,0.8949779637172208
236,waymo_train,waymo_500-799,101640,167;ego,ego,"range(14, 64)",0.89,2.12,0.5,50,0.9705188259482788
237,waymo_train,waymo_500-799,4681,1115;ego,ego,"range(0, 37)",0.89,2.12,0.5,37,0.9195055079485699
238,waymo_train,waymo_500-799,47049,434;ego,ego,"range(0, 30)",0.89,2.12,0.5,30,0.932012756407489
239,waymo_train,waymo_500-799,47659,299;ego,ego,"range(0, 39)",0.89,2.12,0.5,39,0.988250056519366
240,waymo_train,waymo_500-799,103293,56;ego,ego,"range(43, 86)",0.89,2.12,0.5,43,0.7770455020823486
241,waymo_train,waymo_500-799,48880,2234;ego,ego,"range(24, 81)",0.89,2.12,0.5,57,0.8706011392266589
242,waymo_train,waymo_500-799,48999,7;ego,ego,"range(4, 49)",0.89,2.12,0.5,45,0.8200249571929729
243,waymo_train,waymo_500-799,49134,45;ego,ego,"range(8, 48)",0.89,2.12,0.5,40,0.9730442922046135
244,waymo_train,waymo_500-799,105075,152;ego,ego,"range(0, 35)",0.89,2.12,0.5,35,1.0
245,waymo_train,waymo_500-799,50425,1865;ego,ego,"range(9, 57)",0.89,2.12,0.5,48,1.0
246,waymo_train,waymo_500-799,108045,575;ego,ego,"range(0, 55)",0.89,2.12,0.5,55,1.0
247,waymo_train,waymo_500-799,52705,2369;ego,ego,"range(0, 51)",0.89,2.12,0.5,51,1.0
248,waymo_train,waymo_500-799,108505,701;ego,ego,"range(0, 45)",0.89,2.12,0.5,45,0.9201028086408656
249,waymo_train,waymo_500-799,108531,985;ego,ego,"range(0, 48)",0.89,2.12,0.5,48,0.9984024384971731
250,waymo_train,waymo_500-799,53939,614;ego,ego,"range(0, 30)",0.89,2.12,0.5,30,0.580293453078817
251,waymo_train,waymo_500-799,110116,566;ego,ego,"range(19, 76)",0.89,2.12,0.5,57,0.9938370590712353
252,waymo_train,waymo_500-799,110129,13;ego,ego,"range(2, 46)",0.89,2.12,0.5,44,0.8055829508053335
253,waymo_train,waymo_500-799,55071,2657;ego,ego,"range(16, 81)",0.89,2.12,0.5,65,0.9998696032654865
254,waymo_train,waymo_500-799,111316,2204;ego,ego,"range(0, 35)",0.89,2.12,0.5,35,1.0
255,waymo_train,waymo_500-799,55659,1117;ego,ego,"range(0, 44)",0.89,2.12,0.5,44,0.9850246355952663
256,waymo_train,waymo_500-799,111778,1482;ego,ego,"range(6, 51)",0.89,2.12,0.5,45,0.972321746417303
257,waymo_train,waymo_500-799,111877,728;741;ego,ego,"range(11, 58)",0.89,2.12,0.5,47,0.6359582187617746
258,waymo_train,waymo_500-799,111877,728;ego,ego,"range(4, 63)",0.89,2.12,0.5,59,0.6753060957496954
259,waymo_train,waymo_500-799,56155,1870;ego,ego,"range(25, 65)",0.89,2.12,0.5,40,0.8495192314207822
260,waymo_train,waymo_500-799,114024,924;ego,ego,"range(0, 34)",0.89,2.12,0.5,34,0.9946719641861484
261,waymo_train,waymo_500-799,58408,17;ego,ego,"range(0, 41)",0.89,2.12,0.5,41,0.8453773765610566
262,waymo_train,waymo_500-799,60002,630;ego,ego,"range(16, 65)",0.89,2.12,0.5,49,1.0
263,waymo_train,waymo_500-799,116482,207;ego,ego,"range(15, 72)",0.89,2.12,0.5,57,1.0
264,waymo_train,waymo_500-799,116522,165;ego,ego,"range(22, 70)",0.89,2.12,0.5,48,0.9475721273223051
265,waymo_train,waymo_500-799,117440,458;484;488;ego,ego,"range(15, 61)",0.89,2.12,0.5,46,1.0
266,waymo_train,waymo_500-799,117669,594;ego,ego,"range(0, 55)",0.89,2.12,0.5,55,0.9984720238348302
267,waymo_train,waymo_500-799,120131,229;ego,ego,"range(0, 39)",0.89,2.12,0.5,39,0.869492372656712
268,waymo_train,waymo_500-799,121939,3025;ego,ego,"range(7, 51)",0.89,2.12,0.5,44,0.7210559059664209
269,waymo_train,waymo_500-799,122520,2045;ego,ego,"range(1, 59)",0.89,2.12,0.5,58,0.9821169685928339
270,waymo_train,waymo_500-799,67484,2431;ego,ego,"range(0, 35)",0.89,2.12,0.5,35,0.9869333947277115
271,waymo_train,waymo_500-799,67714,393;ego,ego,"range(10, 51)",0.89,2.12,0.5,41,0.7920687001681078
272,waymo_train,waymo_500-799,125369,76;ego,ego,"range(0, 31)",0.89,2.12,0.5,31,0.9804683025458679
273,waymo_train,waymo_500-799,125917,1209;ego,ego,"range(30, 90)",0.89,2.12,0.5,60,0.9997663622348327
274,waymo_train,waymo_500-799,126426,2447;ego,ego,"range(15, 80)",0.89,2.12,0.5,65,0.5089338774670262
275,waymo_train,waymo_500-799,69345,2;ego,ego,"range(31, 89)",0.89,2.12,0.5,58,0.9784893083934173
276,waymo_train,waymo_500-799,127225,1761;ego,ego,"range(2, 42)",0.89,2.12,0.5,40,1.0
277,waymo_train,waymo_500-799,127876,2317;ego,ego,"range(6, 75)",0.89,2.12,0.5,69,0.9711107473149113
278,waymo_train,waymo_500-799,128469,1090;ego,ego,"range(21, 76)",0.89,2.12,0.5,55,0.9273173099632973
279,waymo_train,waymo_500-799,129137,2118;ego,ego,"range(0, 37)",0.89,2.12,0.5,37,0.7657856648919616
280,waymo_train,waymo_500-799,129284,3148;ego,ego,"range(0, 42)",0.89,2.12,0.5,42,0.8460542818470197
281,waymo_train,waymo_500-799,72683,1117;ego,ego,"range(9, 54)",0.89,2.12,0.5,45,0.9853574214709269
282,waymo_train,waymo_500-799,74699,875;ego,ego,"range(0, 45)",0.89,2.12,0.5,45,0.8393924980995392
283,waymo_train,waymo_500-799,75378,535;ego,ego,"range(11, 52)",0.89,2.12,0.5,41,0.8902528269054516
284,waymo_train,waymo_500-799,75992,1071;ego,ego,"range(10, 53)",0.89,2.12,0.5,43,0.951697049467215
285,waymo_train,waymo_500-799,77754,1865;ego,ego,"range(19, 67)",0.89,2.12,0.5,48,1.0
286,waymo_train,waymo_800-999,10004,1739;ego,ego,"range(0, 34)",0.89,2.12,0.5,34,1.0
287,waymo_train,waymo_800-999,58606,505;ego,ego,"range(31, 81)",0.89,2.12,0.5,50,0.9755910003876243
288,waymo_train,waymo_800-999,11634,863;ego,ego,"range(18, 79)",0.89,2.12,0.5,61,0.9361993918371885
289,waymo_train,waymo_800-999,19020,1188;ego,ego,"range(6, 48)",0.89,2.12,0.5,42,0.9659892360350805
290,waymo_train,waymo_800-999,3090,630;ego,ego,"range(6, 55)",0.89,2.12,0.5,49,1.0
291,waymo_train,waymo_800-999,44194,1876;ego,ego,"range(22, 73)",0.89,2.12,0.5,51,1.0
292,waymo_train,waymo_800-999,67181,3148;ego,ego,"range(9, 52)",0.89,2.12,0.5,43,0.8506970547952859
293,waymo_train,waymo_800-999,74431,2664;ego,ego,"range(0, 42)",0.89,2.12,0.5,42,0.9753460505003458
294,waymo_train,waymo_800-999,14755,1964;ego,ego,"range(36, 80)",0.89,2.12,0.5,44,0.9708296473276619
295,waymo_train,waymo_800-999,15636,1854;ego,ego,"range(0, 45)",0.89,2.12,0.5,45,1.0
296,waymo_train,waymo_800-999,15957,539;545;ego,ego,"range(10, 56)",0.89,2.12,0.5,46,0.9194770241265545
297,waymo_train,waymo_800-999,17401,707;ego,ego,"range(48, 89)",0.89,2.12,0.5,41,0.9699212425537029
298,waymo_train,waymo_800-999,18817,1953;ego,ego,"range(27, 87)",0.89,2.12,0.5,60,0.887858660348903
299,waymo_train,waymo_800-999,19193,3666;ego,ego,"range(27, 90)",0.89,2.12,0.5,63,1.0
300,waymo_train,waymo_800-999,19973,1739;ego,ego,"range(18, 64)",0.89,2.12,0.5,46,1.0
301,waymo_train,waymo_800-999,20273,675;ego,ego,"range(0, 37)",0.89,2.12,0.5,37,0.9980920397847463
302,waymo_train,waymo_800-999,21198,13;ego,ego,"range(22, 66)",0.89,2.12,0.5,44,0.8055829508053335
303,waymo_train,waymo_800-999,21470,167;ego,ego,"range(14, 64)",0.89,2.12,0.5,50,0.9705188259482788
304,waymo_train,waymo_800-999,2496,989;ego,ego,"range(0, 54)",0.89,2.12,0.5,54,0.8877071023136179
305,waymo_train,waymo_800-999,27572,1844;ego,ego,"range(29, 90)",0.89,2.12,0.5,61,0.9799167360990867
306,waymo_train,waymo_800-999,29090,1633;ego,ego,"range(0, 36)",0.89,2.12,0.5,36,0.9923817893536655
307,waymo_train,waymo_800-999,29641,1865;ego,ego,"range(0, 47)",0.89,2.12,0.5,47,1.0
308,waymo_train,waymo_800-999,30244,1865;ego,ego,"range(9, 57)",0.89,2.12,0.5,48,1.0
309,waymo_train,waymo_800-999,3097,1338;ego,ego,"range(30, 73)",0.89,2.12,0.5,43,0.9031036438174487
310,waymo_train,waymo_800-999,31256,714;ego,ego,"range(0, 54)",0.89,2.12,0.5,54,0.9877563693132495
311,waymo_train,waymo_800-999,33263,1188;ego,ego,"range(0, 38)",0.89,2.12,0.5,38,0.9623895474120898
312,waymo_train,waymo_800-999,35610,2074;ego,ego,"range(0, 31)",0.89,2.12,0.5,31,0.864684742819403
313,waymo_train,waymo_800-999,36868,167;ego,ego,"range(4, 54)",0.89,2.12,0.5,50,0.9705188259482788
314,waymo_train,waymo_800-999,36957,1720;ego,ego,"range(34, 80)",0.89,2.12,0.5,46,0.9858247335179243
315,waymo_train,waymo_800-999,37453,1267;ego,ego,"range(0, 47)",0.89,2.12,0.5,47,1.0
316,waymo_train,waymo_800-999,37919,3074;ego,ego,"range(0, 37)",0.89,2.12,0.5,37,0.9865541930837628
317,waymo_train,waymo_800-999,38368,924;ego,ego,"range(3, 64)",0.89,2.12,0.5,61,0.8227014097028827
318,waymo_train,waymo_800-999,39710,362;ego,ego,"range(16, 70)",0.89,2.12,0.5,54,0.792216539449903
319,waymo_train,waymo_800-999,39892,506;ego,ego,"range(0, 50)",0.89,2.12,0.5,50,1.0
320,waymo_train,waymo_800-999,42800,1806;ego,ego,"range(0, 39)",0.89,2.12,0.5,39,0.8719991803058688
321,waymo_train,waymo_800-999,44941,190;191;194;ego,ego,"range(16, 56)",0.89,2.12,0.5,40,0.8412708026806488
322,waymo_train,waymo_800-999,45999,2;ego,ego,"range(0, 40)",0.89,2.12,0.5,40,0.9774232972503191
323,waymo_train,waymo_800-999,46199,380;ego,ego,"range(8, 52)",0.89,2.12,0.5,44,1.0
324,waymo_train,waymo_800-999,48968,1946;ego,ego,"range(31, 90)",0.89,2.12,0.5,59,0.857586297864832
325,waymo_train,waymo_800-999,50982,362;ego,ego,"range(0, 50)",0.89,2.12,0.5,50,0.775593862605895
326,waymo_train,waymo_800-999,52482,73;ego,ego,"range(16, 68)",0.89,2.12,0.5,52,0.9410126180816172
327,waymo_train,waymo_800-999,52834,2317;ego,ego,"range(6, 75)",0.89,2.12,0.5,69,0.9711107473149113
328,waymo_train,waymo_800-999,54849,123;ego,ego,"range(0, 32)",0.89,2.12,0.5,32,1.0
329,waymo_train,waymo_800-999,55754,393;ego,ego,"range(20, 61)",0.89,2.12,0.5,41,0.7920687001681078
330,waymo_train,waymo_800-999,55930,2566;ego,ego,"range(24, 75)",0.89,2.12,0.5,51,0.8443312801950235
331,waymo_train,waymo_800-999,56132,336;ego,ego,"range(29, 76)",0.89,2.12,0.5,47,0.8742512664227075
332,waymo_train,waymo_800-999,56439,2882;ego,ego,"range(0, 51)",0.89,2.12,0.5,51,0.998696502399634
333,waymo_train,waymo_800-999,63019,41;ego,ego,"range(0, 35)",0.89,2.12,0.5,35,0.9984818588371321
334,waymo_train,waymo_800-999,63129,1885;ego,ego,"range(22, 84)",0.89,2.12,0.5,62,0.8532413991685179
335,waymo_train,waymo_800-999,64788,1188;ego,ego,"range(16, 58)",0.89,2.12,0.5,42,0.9659892360350805
336,waymo_train,waymo_800-999,64985,1488;ego,ego,"range(14, 54)",0.89,2.12,0.5,40,0.9403204150620035
337,waymo_train,waymo_800-999,68940,1041;ego,ego,"range(0, 36)",0.89,2.12,0.5,36,0.9994990910635768
338,waymo_train,waymo_800-999,6992,1985;ego,ego,"range(9, 62)",0.89,2.12,0.5,53,0.9460206164559808
339,waymo_train,waymo_800-999,74752,2980;ego,ego,"range(30, 82)",0.89,2.12,0.5,52,0.8572944625673736
340,waymo_train,waymo_800-999,76519,3668;ego,ego,"range(27, 84)",0.89,2.12,0.5,57,1.0
341,waymo_train,waymo_800-999,77058,1998;2003;ego,ego,"range(24, 70)",0.89,2.12,0.5,46,0.936439139037283
342,waymo_train,waymo_800-999,78767,559;ego,ego,"range(0, 43)",0.89,2.12,0.5,43,0.9990426565925477
343,waymo_train,waymo_800-999,80860,42;ego,ego,"range(0, 30)",0.89,2.12,0.5,30,0.9806082167232578
344,waymo_train,waymo_800-999,80860,44;ego,ego,"range(5, 52)",0.89,2.12,0.5,47,0.7607199358103989
345,waymo_train,waymo_800-999,80956,207;ego,ego,"range(5, 62)",0.89,2.12,0.5,57,1.0
346,waymo_train,waymo_800-999,81821,2;ego,ego,"range(5, 56)",0.89,2.12,0.5,51,0.6117416094946709
347,waymo_train,waymo_800-999,83516,1513;ego,ego,"range(0, 32)",0.89,2.12,0.5,32,1.0
348,waymo_train,waymo_800-999,8356,262;ego,ego,"range(41, 80)",0.89,2.12,0.5,39,0.9546866158852355
349,waymo_train,waymo_800-999,83877,1447;ego,ego,"range(16, 78)",0.89,2.12,0.5,62,0.9998146513106628
350,waymo_train,waymo_800-999,84559,45;ego,ego,"range(18, 58)",0.89,2.12,0.5,40,0.9730442922046135
351,waymo_train,waymo_800-999,85208,1089;1092;ego,ego,"range(7, 57)",0.89,2.12,0.5,50,1.0
352,waymo_train,waymo_800-999,87562,779;ego,ego,"range(12, 65)",0.89,2.12,0.5,53,0.872346331501439
353,waymo_train,waymo_800-999,8818,18;ego,ego,"range(0, 32)",0.89,2.12,0.5,32,0.9413661017695836
354,waymo_train,waymo_800-999,89545,822;ego,ego,"range(24, 63)",0.89,2.12,0.5,39,0.6055896189145334
355,waymo_train,waymo_800-999,90938,807;ego,ego,"range(30, 70)",0.89,2.12,0.5,40,0.6370862602138787
356,waymo_train,waymo_800-999,90978,765;ego,ego,"range(21, 62)",0.89,2.12,0.5,41,0.92316151036066
357,waymo_train,waymo_800-999,91684,2114;2116;ego,ego,"range(0, 37)",0.89,2.12,0.5,37,1.0
358,waymo_train,waymo_800-999,91795,1;ego,ego,"range(16, 65)",0.89,2.12,0.5,49,0.9609278951865912
359,waymo_train,waymo_800-999,92804,43;ego,ego,"range(14, 73)",0.89,2.12,0.5,59,0.8212237638970256
360,waymo_train,waymo_800-999,9355,1741;ego,ego,"range(1, 60)",0.89,2.12,0.5,59,0.9686565457225972
361,waymo_train,waymo_800-999,96225,1644;ego,ego,"range(0, 34)",0.89,2.12,0.5,34,0.9875261643175728
362,waymo_train,waymo_800-999,96693,1741;ego,ego,"range(21, 80)",0.89,2.12,0.5,59,0.9686565457225972
363,waymo_train,waymo_800-999,96826,926;ego,ego,"range(11, 62)",0.89,2.12,0.5,51,0.9917025853598156
364,waymo_train,waymo_0-299,17189,447;465,447,"range(3, 42)",0.89,2.12,0.5,39,0.5695363272862876
365,waymo_train,waymo_0-299,21978,1744;1750;1760,1744,"range(0, 36)",0.89,2.12,0.5,36,0.44270754322824757
366,waymo_train,waymo_0-299,32586,1526;1527,1526,"range(1, 44)",0.89,2.12,0.5,43,0.698142888965496
367,waymo_train,waymo_0-299,4369,363;365,363,"range(0, 37)",0.89,2.12,0.5,37,0.6810572055327965
368,waymo_train,waymo_0-299,43847,2281;2295,2281,"range(11, 53)",0.89,2.12,0.5,42,0.6159410819737864
369,waymo_train,waymo_0-299,54799,1547;1551,1547,"range(0, 56)",0.89,2.12,0.5,56,0.3872819084858227
370,waymo_train,waymo_0-299,59366,14;47,14,"range(14, 66)",0.89,2.12,0.5,52,0.4643779726643602
371,waymo_train,waymo_0-299,66662,1347;1466,1347,"range(10, 49)",0.89,2.12,0.5,39,0.9098628301548995
372,waymo_train,waymo_0-299,94928,408;452,408,"range(17, 56)",0.89,2.12,0.5,39,0.5311301770174345
373,waymo_train,waymo_0-299,98721,1036;1055,1036,"range(0, 31)",0.89,2.12,0.5,31,0.6368843625748333
374,waymo_train,waymo_0-299,99205,1412;1425,1412,"range(30, 69)",0.89,2.12,0.5,39,0.6819589998209841
375,waymo_train,waymo_0-299,117512,593;611,593,"range(0, 38)",0.89,2.12,0.5,38,0.11771718015649317
376,waymo_train,waymo_0-299,16586,837;839;847,837,"range(0, 34)",0.89,2.12,0.5,34,0.48643613720509793
377,waymo_train,waymo_0-299,16155,12;5,12,"range(9, 48)",0.89,2.12,0.5,39,0.4958820560813031
378,waymo_train,waymo_0-299,17214,934;970,934,"range(14, 61)",0.89,2.12,0.5,47,0.662151312009731
379,waymo_train,waymo_0-299,17846,218;233,218,"range(27, 73)",0.89,2.12,0.5,46,0.479229688898565
380,waymo_train,waymo_0-299,19226,133;178,133,"range(0, 43)",0.89,2.12,0.5,43,0.264290404312473
381,waymo_train,waymo_0-299,23576,46;5,46,"range(11, 51)",0.89,2.12,0.5,40,0.4846408093553822
382,waymo_train,waymo_0-299,24037,1082;1084,1082,"range(0, 35)",0.89,2.12,0.5,35,0.3119855307418333
383,waymo_train,waymo_0-299,28202,1025;1056,1025,"range(0, 33)",0.89,2.12,0.5,33,0.5423868969084428
384,waymo_train,waymo_0-299,29741,925;952,925,"range(15, 54)",0.89,2.12,0.5,39,0.6699819680935405
385,waymo_train,waymo_0-299,31557,1314;1323,1314,"range(28, 68)",0.89,2.12,0.5,40,0.5230235587515908
386,waymo_train,waymo_0-299,32558,512;513,512,"range(31, 82)",0.89,2.12,0.5,51,0.4237727641155355
387,waymo_train,waymo_0-299,94289,115;129;164,115,"range(0, 49)",0.89,2.12,0.5,49,0.7196611485905932
388,waymo_train,waymo_0-299,34865,19;4,19,"range(0, 29)",0.89,2.12,0.5,29,0.6230045734489329
389,waymo_train,waymo_0-299,96292,2691;2697,2691,"range(24, 73)",0.89,2.12,0.5,49,0.559202419674143
390,waymo_train,waymo_0-299,36173,512;513,512,"range(0, 42)",0.89,2.12,0.5,42,0.4415162707009416
391,waymo_train,waymo_0-299,99490,26;53,26,"range(8, 52)",0.89,2.12,0.5,44,0.5993504342530553
392,waymo_train,waymo_0-299,100998,973;992,973,"range(0, 36)",0.89,2.12,0.5,36,0.5278221651760666
393,waymo_train,waymo_0-299,40441,1025;1051,1025,"range(40, 84)",0.89,2.12,0.5,44,0.36047361151976376
394,waymo_train,waymo_0-299,40648,1165;1177,1165,"range(8, 56)",0.89,2.12,0.5,48,0.6075356982620665
395,waymo_train,waymo_0-299,40803,2368;2415,2368,"range(0, 33)",0.89,2.12,0.5,33,0.6849200164950937
396,waymo_train,waymo_0-299,102474,599;612,599,"range(13, 52)",0.89,2.12,0.5,39,0.5663403609961044
397,waymo_train,waymo_0-299,41328,265;267,265,"range(0, 43)",0.89,2.12,0.5,43,0.5648519389253293
398,waymo_train,waymo_0-299,102881,942;957,942,"range(0, 39)",0.89,2.12,0.5,39,0.7074375306207671
399,waymo_train,waymo_0-299,41618,973;978,973,"range(30, 73)",0.89,2.12,0.5,43,0.43933441441059373
400,waymo_train,waymo_0-299,103593,1252;1274,1252,"range(5, 44)",0.89,2.12,0.5,39,0.5698041150299369
401,waymo_train,waymo_0-299,44369,1578;1656,1578,"range(29, 68)",0.89,2.12,0.5,39,0.42983202834265183
402,waymo_train,waymo_0-299,106682,4;45;6,4,"range(43, 84)",0.89,2.12,0.5,41,0.6765003627359157
403,waymo_train,waymo_0-299,1092,458;480,458,"range(29, 71)",0.89,2.12,0.5,42,0.7077909514308023
404,waymo_train,waymo_0-299,109592,2281;2295,2281,"range(31, 73)",0.89,2.12,0.5,42,0.601503765318064
405,waymo_train,waymo_0-299,1100,209;248,209,"range(0, 49)",0.89,2.12,0.5,49,0.43118399118329614
406,waymo_train,waymo_0-299,1100,209;224;248,209,"range(2, 47)",0.89,2.12,0.5,45,0.42342526493455085
407,waymo_train,waymo_0-299,51255,541;608,541,"range(5, 57)",0.89,2.12,0.5,52,0.3363830621514606
408,waymo_train,waymo_0-299,52810,1347;1466,1347,"range(20, 59)",0.89,2.12,0.5,39,0.9257611905576802
409,waymo_train,waymo_0-299,115241,1196;1199,1196,"range(47, 86)",0.89,2.12,0.5,39,0.21973207161128408
410,waymo_train,waymo_0-299,1154,3099;3139,3099,"range(32, 71)",0.89,2.12,0.5,39,0.6321001002417234
411,waymo_train,waymo_0-299,11588,541;578,541,"range(0, 54)",0.89,2.12,0.5,54,0.6721914011858581
412,waymo_train,waymo_0-299,117048,3;58,3,"range(1, 44)",0.89,2.12,0.5,43,0.37347611818873855
413,waymo_train,waymo_0-299,54501,526;543,526,"range(0, 42)",0.89,2.12,0.5,42,0.4570251284032921
414,waymo_train,waymo_0-299,54878,973;992,973,"range(6, 46)",0.89,2.12,0.5,40,0.5463116260548532
415,waymo_train,waymo_0-299,118963,1755;1762,1755,"range(0, 55)",0.89,2.12,0.5,55,0.49388203598526953
416,waymo_train,waymo_0-299,120183,1493;1539,1493,"range(12, 52)",0.89,2.12,0.5,40,0.6311391418722038
417,waymo_train,waymo_0-299,123325,3200;3206,3200,"range(0, 53)",0.89,2.12,0.5,53,0.711389202494517
418,waymo_train,waymo_0-299,60405,1307;1318,1307,"range(3, 42)",0.89,2.12,0.5,39,0.760923198603692
419,waymo_train,waymo_0-299,126746,1700;1726,1700,"range(33, 74)",0.89,2.12,0.5,41,0.5166837476217183
420,waymo_train,waymo_0-299,63553,11;8,11,"range(20, 62)",0.89,2.12,0.5,42,0.560126388851126
421,waymo_train,waymo_0-299,63992,180;224,180,"range(1, 69)",0.89,2.12,0.5,68,0.3599860146170981
422,waymo_train,waymo_0-299,130362,403;412,403,"range(28, 69)",0.89,2.12,0.5,41,0.3031598601320674
423,waymo_train,waymo_0-299,6694,734;735,734,"range(0, 34)",0.89,2.12,0.5,34,0.7244910599683507
424,waymo_train,waymo_0-299,131432,1193;1216,1193,"range(6, 53)",0.89,2.12,0.5,47,0.5242563570203406
425,waymo_train,waymo_0-299,132289,526;543,526,"range(0, 32)",0.89,2.12,0.5,32,0.511008083949394
426,waymo_train,waymo_0-299,69889,21;31;33,21,"range(0, 38)",0.89,2.12,0.5,38,0.5168554571986835
427,waymo_train,waymo_0-299,135673,3116;3120;3160,3116,"range(21, 64)",0.89,2.12,0.5,43,0.7015603805649776
428,waymo_train,waymo_0-299,136403,780;782,780,"range(0, 39)",0.89,2.12,0.5,39,0.4510337466692331
429,waymo_train,waymo_0-299,136449,180;224;310,180,"range(12, 56)",0.89,2.12,0.5,44,0.37551090949989585
430,waymo_train,waymo_0-299,138131,1465;1515,1465,"range(29, 73)",0.89,2.12,0.5,44,0.5238139580598941
431,waymo_train,waymo_0-299,138876,1679;1697;1707,1679,"range(0, 31)",0.89,2.12,0.5,31,0.5377001304433416
432,waymo_train,waymo_0-299,74373,1578;1656,1578,"range(19, 58)",0.89,2.12,0.5,39,0.4421269669323728
433,waymo_train,waymo_0-299,74965,840;851;867,840,"range(0, 33)",0.89,2.12,0.5,33,0.40512221026788175
434,waymo_train,waymo_0-299,141852,1034;1037,1034,"range(0, 59)",0.89,2.12,0.5,59,0.5376185746125837
435,waymo_train,waymo_0-299,143484,1346;1443,1346,"range(30, 76)",0.89,2.12,0.5,46,0.5325795747068905
436,waymo_train,waymo_0-299,79897,1016;977,1016,"range(0, 42)",0.89,2.12,0.5,42,0.5488539285860929
437,waymo_train,waymo_0-299,80590,780;782,780,"range(22, 79)",0.89,2.12,0.5,57,0.4515454404061937
438,waymo_train,waymo_0-299,85485,541;578,541,"range(29, 84)",0.89,2.12,0.5,55,0.6530458122055699
439,waymo_train,waymo_0-299,86303,2111;2261,2111,"range(45, 88)",0.89,2.12,0.5,43,0.5280421004081606
440,waymo_train,waymo_0-299,87960,447;465,447,"range(23, 62)",0.89,2.12,0.5,39,0.5695363272862876
441,waymo_train,waymo_300-499,59,3116;3120;3160,3116,"range(31, 74)",0.89,2.12,0.5,43,0.7015603805649776
442,waymo_train,waymo_300-499,6872,1;13;22,1,"range(0, 50)",0.89,2.12,0.5,50,0.6024306629904083
443,waymo_train,waymo_300-499,6872,1;22,1,"range(0, 83)",0.89,2.12,0.5,83,0.5889565234390693
444,waymo_train,waymo_300-499,9780,438;442,438,"range(17, 66)",0.89,2.12,0.5,49,0.4481613672383259
445,waymo_train,waymo_300-499,10601,481;582,481,"range(45, 86)",0.89,2.12,0.5,41,0.5528333093659277
446,waymo_train,waymo_300-499,11637,400;401,400,"range(57, 90)",0.89,2.12,0.5,33,0.40416396114152175
447,waymo_train,waymo_300-499,16574,3019;3027,3019,"range(0, 31)",0.89,2.12,0.5,31,0.7713031620508661
448,waymo_train,waymo_300-499,20119,11;8,11,"range(10, 52)",0.89,2.12,0.5,42,0.560126388851126
449,waymo_train,waymo_300-499,20422,77;83,77,"range(3, 48)",0.89,2.12,0.5,45,0.6652881431774067
450,waymo_train,waymo_300-499,23099,14;16;29,14,"range(0, 43)",0.89,2.12,0.5,43,0.3936306582632199
451,waymo_train,waymo_300-499,23949,1108;1137,1108,"range(15, 59)",0.89,2.12,0.5,44,0.676974701987756
452,waymo_train,waymo_300-499,29440,183;226,183,"range(23, 81)",0.89,2.12,0.5,58,0.4763662991919098
453,waymo_train,waymo_300-499,33152,843;906,843,"range(0, 44)",0.89,2.12,0.5,44,0.6281290662578402
454,waymo_train,waymo_300-499,33517,1902;1907,1902,"range(25, 67)",0.89,2.12,0.5,42,0.5392536631448951
455,waymo_train,waymo_300-499,37470,447;463,447,"range(39, 82)",0.89,2.12,0.5,43,0.6949156119423887
456,waymo_train,waymo_300-499,41773,2123;2144,2123,"range(0, 42)",0.89,2.12,0.5,42,0.2464750921362369
457,waymo_train,waymo_300-499,42669,1375;1408,1375,"range(10, 56)",0.89,2.12,0.5,46,0.5237858653714682
458,waymo_train,waymo_300-499,44350,354;383,354,"range(19, 68)",0.89,2.12,0.5,49,0.6210096737885196
459,waymo_train,waymo_300-499,46011,528;545,528,"range(0, 45)",0.89,2.12,0.5,45,0.4903163454483242
460,waymo_train,waymo_300-499,48698,3136;3146,3136,"range(40, 90)",0.89,2.12,0.5,50,0.35468589406469264
461,waymo_train,waymo_300-499,49876,136;191,136,"range(0, 33)",0.89,2.12,0.5,33,0.5287700068820423
462,waymo_train,waymo_300-499,52349,0;43,0,"range(0, 32)",0.89,2.12,0.5,32,0.4953404978098744
463,waymo_train,waymo_300-499,52539,32;5,32,"range(32, 71)",0.89,2.12,0.5,39,0.4802344868777335
464,waymo_train,waymo_300-499,53112,1314;1323,1314,"range(0, 38)",0.89,2.12,0.5,38,0.5312169815058375
465,waymo_train,waymo_300-499,53973,2267;2270,2267,"range(39, 82)",0.89,2.12,0.5,43,0.18421077325894408
466,waymo_train,waymo_300-499,59151,964;979,964,"range(21, 77)",0.89,2.12,0.5,56,0.25756331299298546
467,waymo_train,waymo_300-499,59833,658;671,658,"range(0, 40)",0.89,2.12,0.5,40,0.5616199909736673
468,waymo_train,waymo_300-499,60083,1679;1697;1707,1679,"range(31, 71)",0.89,2.12,0.5,40,0.4977581421783908
469,waymo_train,waymo_300-499,65013,1744;1750;1760,1744,"range(14, 56)",0.89,2.12,0.5,42,0.47700275606302966
470,waymo_train,waymo_300-499,65179,1402;1442,1402,"range(3, 55)",0.89,2.12,0.5,52,0.4456766026738333
471,waymo_train,waymo_300-499,65531,20;22,20,"range(24, 72)",0.89,2.12,0.5,48,0.38770387831712205
